"season","League","Date","Month","Home","Away","HomeGoals","AwayGoals","TotalGoals","odds1","oddsX","odds2","oddsOver2.5","oddsUnder2.5","hs","as","hst","ast"
"2122","D1",2021-08-13,8,"M'gladbach","Bayern Munich",1,1,2,4.73,4.39,1.71,1.42,3.01,11,20,5,10
"2122","D1",2021-08-14,8,"Augsburg","Hoffenheim",0,4,4,3.2,3.83,2.23,1.64,2.38,7,15,0,8
"2122","D1",2021-08-14,8,"Bielefeld","Freiburg",0,0,0,3.04,3.33,2.54,2.07,1.85,10,14,4,6
"2122","D1",2021-08-14,8,"Stuttgart","Greuther Furth",5,1,6,1.9,3.93,4.13,1.65,2.37,30,8,15,4
"2122","D1",2021-08-14,8,"Union Berlin","Leverkusen",1,1,2,2.83,3.44,2.65,1.91,2,8,16,5,4
"2122","D1",2021-08-14,8,"Wolfsburg","Bochum",1,0,1,1.59,4.41,5.92,1.62,2.43,21,7,9,1
"2122","D1",2021-08-14,8,"Dortmund","Ein Frankfurt",5,2,7,1.45,5.24,6.8,1.37,3.29,12,12,7,3
"2122","D1",2021-08-15,8,"Mainz","RB Leipzig",1,0,1,8.09,5.66,1.38,1.56,2.56,7,15,2,2
"2122","D1",2021-08-15,8,"FC Koln","Hertha",3,1,4,2.62,3.41,2.88,1.98,1.93,15,11,5,5
"2122","D1",2021-08-20,8,"RB Leipzig","Stuttgart",4,0,4,1.43,5.07,7.61,1.55,2.6,26,11,11,5
"2122","D1",2021-08-21,8,"Bochum","Mainz",2,0,2,2.74,3.59,2.64,1.81,2.11,9,16,5,3
"2122","D1",2021-08-21,8,"Ein Frankfurt","Augsburg",0,0,0,1.65,4.48,5.16,1.58,2.53,20,4,5,0
"2122","D1",2021-08-21,8,"Freiburg","Dortmund",2,1,3,5.67,4.73,1.57,1.5,2.72,8,19,4,2
"2122","D1",2021-08-21,8,"Greuther Furth","Bielefeld",1,1,2,2.62,3.5,2.82,2.02,1.89,20,9,5,2
"2122","D1",2021-08-21,8,"Hertha","Wolfsburg",1,2,3,3.21,3.51,2.35,1.89,2.01,12,12,4,3
"2122","D1",2021-08-21,8,"Leverkusen","M'gladbach",4,0,4,2.39,3.71,3,1.61,2.46,13,11,6,6
"2122","D1",2021-08-22,8,"Hoffenheim","Union Berlin",2,2,4,2.06,3.7,3.75,1.78,2.15,7,11,3,8
"2122","D1",2021-08-22,8,"Bayern Munich","FC Koln",3,2,5,1.13,9.87,23.59,1.31,3.64,18,10,6,3
"2122","D1",2021-08-27,8,"Dortmund","Hoffenheim",3,2,5,1.47,5.3,6.5,1.33,3.54,23,9,13,5
"2122","D1",2021-08-28,8,"Augsburg","Leverkusen",1,4,5,5.08,3.9,1.75,1.83,2.07,13,13,4,5
"2122","D1",2021-08-28,8,"Bielefeld","Ein Frankfurt",1,1,2,3.52,3.7,2.13,1.83,2.07,14,12,5,3
"2122","D1",2021-08-28,8,"FC Koln","Bochum",2,1,3,1.89,3.83,4.28,1.76,2.17,21,10,5,1
"2122","D1",2021-08-28,8,"Mainz","Greuther Furth",3,0,3,1.74,4.04,5.01,1.77,2.16,17,8,9,1
"2122","D1",2021-08-28,8,"Stuttgart","Freiburg",2,3,5,2.28,3.54,3.32,1.78,2.14,17,14,7,7
"2122","D1",2021-08-28,8,"Bayern Munich","Hertha",5,0,5,1.19,7.84,15.93,1.26,4.04,17,8,6,3
"2122","D1",2021-08-29,8,"Union Berlin","M'gladbach",2,1,3,2.62,3.36,2.93,1.87,2.04,12,18,4,5
"2122","D1",2021-08-29,8,"Wolfsburg","RB Leipzig",1,0,1,3.57,3.61,2.15,1.81,2.1,8,12,2,2
"2122","D1",2021-09-11,9,"Freiburg","FC Koln",1,1,2,2.15,3.82,3.37,1.67,2.33,10,15,3,5
"2122","D1",2021-09-11,9,"Greuther Furth","Wolfsburg",0,2,2,5.8,4.45,1.59,1.63,2.4,7,10,3,4
"2122","D1",2021-09-11,9,"Hoffenheim","Mainz",0,2,2,2.06,3.91,3.54,1.64,2.39,12,11,0,4
"2122","D1",2021-09-11,9,"Leverkusen","Dortmund",3,4,7,3.15,3.98,2.2,1.44,2.96,11,15,5,7
"2122","D1",2021-09-11,9,"Union Berlin","Augsburg",0,0,0,1.74,4.09,4.89,1.92,1.99,15,13,6,6
"2122","D1",2021-09-11,9,"RB Leipzig","Bayern Munich",1,4,5,3.08,4.05,2.22,1.48,2.78,10,18,4,6
"2122","D1",2021-09-12,9,"Ein Frankfurt","Stuttgart",1,1,2,2.07,3.85,3.57,1.51,2.68,18,9,5,3
"2122","D1",2021-09-12,9,"Bochum","Hertha",1,3,4,2.8,3.42,2.68,2.03,1.88,19,5,5,4
"2122","D1",2021-09-12,9,"M'gladbach","Bielefeld",3,1,4,1.47,4.77,7.42,1.71,2.26,17,18,4,7
"2122","D1",2021-09-17,9,"Hertha","Greuther Furth",2,1,3,1.84,3.75,4.67,1.87,2.04,15,10,3,3
"2122","D1",2021-09-18,9,"Augsburg","M'gladbach",1,0,1,4.25,3.98,1.86,1.6,2.48,8,11,1,1
"2122","D1",2021-09-18,9,"Bayern Munich","Bochum",7,0,7,1.07,14.35,37.07,1.2,4.75,22,5,15,1
"2122","D1",2021-09-18,9,"Bielefeld","Hoffenheim",0,0,0,3.65,3.56,2.14,1.78,2.15,9,16,2,3
"2122","D1",2021-09-18,9,"Mainz","Freiburg",0,0,0,2.12,3.67,3.58,1.85,2.06,10,7,3,2
"2122","D1",2021-09-18,9,"FC Koln","RB Leipzig",1,1,2,4.5,3.98,1.82,1.6,2.48,14,18,6,9
"2122","D1",2021-09-19,9,"Stuttgart","Leverkusen",1,3,4,3.29,3.82,2.19,1.55,2.6,18,7,8,4
"2122","D1",2021-09-19,9,"Dortmund","Union Berlin",4,2,6,1.38,5.41,8.51,1.47,2.84,13,9,4,6
"2122","D1",2021-09-19,9,"Wolfsburg","Ein Frankfurt",1,1,2,1.85,3.83,4.47,1.79,2.13,15,6,6,2
"2122","D1",2021-09-24,9,"Greuther Furth","Bayern Munich",1,3,4,22.47,13.33,1.11,1.16,4.92,11,12,6,4
"2122","D1",2021-09-25,9,"Ein Frankfurt","FC Koln",1,1,2,2.08,3.89,3.5,1.62,2.43,10,15,3,2
"2122","D1",2021-09-25,9,"Hoffenheim","Wolfsburg",3,1,4,2.87,3.53,2.56,1.72,2.23,11,13,3,2
"2122","D1",2021-09-25,9,"Leverkusen","Mainz",1,0,1,1.77,4.07,4.7,1.68,2.31,16,14,9,5
"2122","D1",2021-09-25,9,"RB Leipzig","Hertha",6,0,6,1.36,5.37,9.56,1.61,2.46,18,5,11,3
"2122","D1",2021-09-25,9,"Union Berlin","Bielefeld",1,0,1,1.72,3.8,5.49,2.08,1.84,17,9,4,2
"2122","D1",2021-09-25,9,"M'gladbach","Dortmund",1,0,1,4.32,4.31,1.78,1.38,3.26,14,8,3,0
"2122","D1",2021-09-26,9,"Bochum","Stuttgart",0,0,0,3.15,3.62,2.33,1.72,2.23,14,8,4,3
"2122","D1",2021-09-26,9,"Freiburg","Augsburg",3,0,3,1.93,3.55,4.47,2.06,1.85,19,8,9,2
"2122","D1",2021-10-01,10,"FC Koln","Greuther Furth",3,1,4,1.46,4.89,7.3,1.5,2.72,18,7,8,3
"2122","D1",2021-10-02,10,"Dortmund","Augsburg",2,1,3,1.25,6.58,12.89,1.41,3.04,17,5,3,3
"2122","D1",2021-10-02,10,"Hertha","Freiburg",1,2,3,2.92,3.4,2.6,2.01,1.9,12,9,3,4
"2122","D1",2021-10-02,10,"Stuttgart","Hoffenheim",3,1,4,2.72,3.99,2.48,1.5,2.73,12,13,6,4
"2122","D1",2021-10-02,10,"Wolfsburg","M'gladbach",1,3,4,2.21,3.61,3.42,1.79,2.13,10,19,5,11
"2122","D1",2021-10-02,10,"RB Leipzig","Bochum",3,0,3,1.23,6.96,14.09,1.4,3.08,15,9,9,2
"2122","D1",2021-10-03,10,"Mainz","Union Berlin",1,2,3,2.13,3.38,3.87,2.14,1.78,11,15,4,3
"2122","D1",2021-10-03,10,"Bayern Munich","Ein Frankfurt",1,2,3,1.19,8.14,14.45,1.18,4.75,21,5,11,3
"2122","D1",2021-10-03,10,"Bielefeld","Leverkusen",0,4,4,5.24,4.08,1.7,1.8,2.12,10,19,3,7
"2122","D1",2021-10-15,10,"Hoffenheim","FC Koln",5,0,5,2.11,3.86,3.45,1.51,2.71,14,10,8,0
"2122","D1",2021-10-16,10,"Dortmund","Mainz",3,1,4,1.45,4.92,7.5,1.51,2.71,11,5,5,2
"2122","D1",2021-10-16,10,"Ein Frankfurt","Hertha",1,2,3,1.78,3.86,4.94,1.83,2.07,13,12,5,6
"2122","D1",2021-10-16,10,"Freiburg","RB Leipzig",1,1,2,4.06,3.86,1.93,1.72,2.23,15,13,2,4
"2122","D1",2021-10-16,10,"Greuther Furth","Bochum",0,1,1,2.45,3.56,3.01,1.78,2.14,12,9,3,2
"2122","D1",2021-10-16,10,"Union Berlin","Wolfsburg",2,0,2,2.75,3.25,2.85,2.18,1.75,6,13,3,4
"2122","D1",2021-10-16,10,"M'gladbach","Stuttgart",1,1,2,1.51,4.6,5.86,1.54,2.51,31,5,8,2
"2122","D1",2021-10-17,10,"Leverkusen","Bayern Munich",1,5,6,5.11,4.62,1.63,1.36,3.37,7,27,4,11
"2122","D1",2021-10-17,10,"Augsburg","Bielefeld",1,1,2,2.34,3.26,3.47,2.29,1.68,14,10,6,3
"2122","D1",2021-10-22,10,"Mainz","Augsburg",4,1,5,1.66,3.88,6.06,2.1,1.81,19,6,8,2
"2122","D1",2021-10-23,10,"Bayern Munich","Hoffenheim",4,0,4,1.19,8.15,14.52,1.2,4.4,15,9,7,2
"2122","D1",2021-10-23,10,"Bielefeld","Dortmund",1,3,4,6.82,4.6,1.51,1.63,2.41,13,14,6,7
"2122","D1",2021-10-23,10,"RB Leipzig","Greuther Furth",4,1,5,1.14,9.49,23.16,1.35,3.34,13,8,5,4
"2122","D1",2021-10-23,10,"Wolfsburg","Freiburg",0,2,2,2.19,3.37,3.7,2.12,1.79,17,11,4,4
"2122","D1",2021-10-23,10,"Hertha","M'gladbach",1,0,1,3.95,3.71,2,1.82,2.09,10,10,4,1
"2122","D1",2021-10-24,10,"FC Koln","Leverkusen",2,2,4,3.36,4,2.11,1.58,2.53,17,9,5,6
"2122","D1",2021-10-24,10,"Stuttgart","Union Berlin",1,1,2,2.56,3.46,2.92,1.91,2,8,11,2,3
"2122","D1",2021-10-24,10,"Bochum","Ein Frankfurt",2,0,2,3.26,3.62,2.27,1.84,2.05,19,14,7,6
"2122","D1",2021-10-29,10,"Hoffenheim","Hertha",2,0,2,1.74,4.05,4.97,1.72,2.23,14,5,3,2
"2122","D1",2021-10-30,10,"Bielefeld","Mainz",1,2,3,3.75,3.39,2.17,2.19,1.75,15,16,7,6
"2122","D1",2021-10-30,10,"Dortmund","FC Koln",2,0,2,1.52,4.91,6.13,1.41,3.08,7,19,4,6
"2122","D1",2021-10-30,10,"Freiburg","Greuther Furth",3,1,4,1.37,5.04,8.07,1.6,2.36,12,8,5,4
"2122","D1",2021-10-30,10,"Leverkusen","Wolfsburg",0,2,2,1.98,3.66,4.09,1.85,2.06,12,13,1,8
"2122","D1",2021-10-30,10,"Union Berlin","Bayern Munich",2,5,7,9.36,5.87,1.34,1.43,2.99,9,14,6,6
"2122","D1",2021-10-30,10,"Ein Frankfurt","RB Leipzig",1,1,2,4.22,4.14,1.83,1.56,2.57,12,15,3,7
"2122","D1",2021-10-31,10,"Augsburg","Stuttgart",4,1,5,3.03,3.26,2.59,1.97,1.93,20,12,12,3
"2122","D1",2021-10-31,10,"M'gladbach","Bochum",2,1,3,1.38,5.18,9.3,1.56,2.57,14,11,5,4
"2122","D1",2021-11-05,11,"Mainz","M'gladbach",1,1,2,2.74,3.61,2.63,1.76,2.16,19,11,8,5
"2122","D1",2021-11-06,11,"Bayern Munich","Freiburg",2,1,3,1.19,7.95,15.9,1.24,3.96,29,14,11,4
"2122","D1",2021-11-06,11,"Bochum","Hoffenheim",2,0,2,3.74,3.87,2.01,1.7,2.27,14,9,4,1
"2122","D1",2021-11-06,11,"Stuttgart","Bielefeld",0,1,1,1.93,3.62,4.33,1.88,2.03,9,15,4,2
"2122","D1",2021-11-06,11,"Wolfsburg","Augsburg",1,0,1,1.55,4.24,6.96,1.87,2.05,9,13,4,3
"2122","D1",2021-11-06,11,"RB Leipzig","Dortmund",2,1,3,2.04,3.8,3.7,1.6,2.49,15,9,7,3
"2122","D1",2021-11-07,11,"Hertha","Leverkusen",1,1,2,3.76,3.69,2.06,1.8,2.11,15,8,5,3
"2122","D1",2021-11-07,11,"FC Koln","Union Berlin",2,2,4,2.09,3.62,3.74,1.79,2.13,16,9,5,3
"2122","D1",2021-11-07,11,"Greuther Furth","Ein Frankfurt",1,2,3,3.88,3.87,1.97,1.78,2.15,20,14,2,4
"2122","D1",2021-11-19,11,"Augsburg","Bayern Munich",2,1,3,15.42,7.65,1.2,1.34,3.39,6,18,3,4
"2122","D1",2021-11-20,11,"Bielefeld","Wolfsburg",2,2,4,4.13,3.48,2.03,2.16,1.77,10,13,3,5
"2122","D1",2021-11-20,11,"Dortmund","Stuttgart",2,1,3,1.37,5.51,8.9,1.49,2.75,20,12,4,4
"2122","D1",2021-11-20,11,"Hoffenheim","RB Leipzig",2,0,2,4.11,4.36,1.81,1.6,2.48,24,4,8,0
"2122","D1",2021-11-20,11,"Leverkusen","Bochum",1,0,1,1.42,4.98,8.29,1.58,2.51,11,19,5,7
"2122","D1",2021-11-20,11,"M'gladbach","Greuther Furth",4,0,4,1.33,5.5,11.2,1.51,2.7,19,4,11,2
"2122","D1",2021-11-20,11,"Union Berlin","Hertha",2,0,2,2.02,3.45,4.21,2.3,1.68,16,6,5,3
"2122","D1",2021-11-21,11,"Freiburg","Ein Frankfurt",0,2,2,2.04,3.7,3.82,1.77,2.15,20,13,6,7
"2122","D1",2021-11-21,11,"Mainz","FC Koln",1,1,2,2.19,3.53,3.53,1.78,2.14,11,12,2,6
"2122","E0",2021-08-13,8,"Brentford","Arsenal",2,0,2,4.05,3.46,2.05,2.22,1.73,8,22,3,4
"2122","E0",2021-08-14,8,"Man United","Leeds",5,1,6,1.56,4.57,5.96,1.67,2.32,16,10,8,3
"2122","E0",2021-08-14,8,"Burnley","Brighton",1,2,3,3.3,3.12,2.51,2.56,1.56,14,14,3,8
"2122","E0",2021-08-14,8,"Chelsea","Crystal Palace",3,0,3,1.26,6.24,12.74,1.8,2.09,13,4,6,1
"2122","E0",2021-08-14,8,"Everton","Southampton",3,1,4,2.01,3.56,4.1,2.14,1.78,14,6,6,3
"2122","E0",2021-08-14,8,"Leicester","Wolves",1,0,1,1.73,3.79,5.47,2.08,1.84,9,17,5,3
"2122","E0",2021-08-14,8,"Watford","Aston Villa",3,2,5,3.18,3.31,2.47,2.1,1.83,13,11,7,2
"2122","E0",2021-08-14,8,"Norwich","Liverpool",0,3,3,8.35,5.86,1.36,1.56,2.59,14,19,3,8
"2122","E0",2021-08-15,8,"Newcastle","West Ham",2,4,6,3.21,3.59,2.32,1.98,1.93,17,8,3,9
"2122","E0",2021-08-15,8,"Tottenham","Man City",1,0,1,5.56,4.09,1.67,1.89,2.02,13,18,3,4
"2122","E0",2021-08-21,8,"Liverpool","Burnley",2,0,2,1.21,6.98,15.68,1.56,2.55,27,9,9,3
"2122","E0",2021-08-21,8,"Aston Villa","Newcastle",2,0,2,1.83,3.99,4.4,1.78,2.15,10,9,2,1
"2122","E0",2021-08-21,8,"Crystal Palace","Brentford",0,0,0,2.65,3.28,2.95,2.39,1.64,7,14,2,3
"2122","E0",2021-08-21,8,"Leeds","Everton",2,2,4,2.39,3.51,3.14,1.75,2.18,17,17,4,8
"2122","E0",2021-08-21,8,"Man City","Norwich",5,0,5,1.11,11.28,26.2,1.35,3.38,16,1,4,0
"2122","E0",2021-08-21,8,"Brighton","Watford",2,0,2,1.75,3.55,5.8,2.29,1.69,13,10,3,1
"2122","E0",2021-08-22,8,"Southampton","Man United",1,1,2,5.32,4.41,1.64,1.78,2.15,8,15,3,4
"2122","E0",2021-08-22,8,"Wolves","Tottenham",0,1,1,3.25,3.15,2.52,2.29,1.69,25,8,6,6
"2122","E0",2021-08-22,8,"Arsenal","Chelsea",0,2,2,4.9,3.83,1.79,2.13,1.79,6,22,3,5
"2122","E0",2021-08-23,8,"West Ham","Leicester",4,1,5,2.61,3.51,2.82,1.83,2.07,13,5,7,1
"2122","E0",2021-08-28,8,"Man City","Arsenal",5,0,5,1.26,6.28,12.59,1.57,2.52,25,1,10,0
"2122","E0",2021-08-28,8,"Aston Villa","Brentford",1,1,2,2.02,3.63,3.95,2.01,1.9,7,9,5,2
"2122","E0",2021-08-28,8,"Brighton","Everton",0,2,2,2.37,3.29,3.37,2.26,1.7,14,14,3,5
"2122","E0",2021-08-28,8,"Newcastle","Southampton",2,2,4,2.55,3.52,2.9,1.85,2.06,10,22,5,6
"2122","E0",2021-08-28,8,"Norwich","Leicester",1,2,3,4.47,3.54,1.93,1.83,2.07,14,9,4,3
"2122","E0",2021-08-28,8,"West Ham","Crystal Palace",2,2,4,1.59,4.07,6.64,1.93,1.98,14,9,4,2
"2122","E0",2021-08-28,8,"Liverpool","Chelsea",1,1,2,2.52,3.36,3.06,2.02,1.89,24,6,7,3
"2122","E0",2021-08-29,8,"Burnley","Leeds",1,1,2,3.15,3.58,2.35,1.78,2.14,12,12,3,2
"2122","E0",2021-08-29,8,"Tottenham","Watford",1,0,1,1.45,4.42,9.04,1.88,2.02,15,9,8,2
"2122","E0",2021-08-29,8,"Wolves","Man United",0,1,1,5.14,3.51,1.83,2.08,1.84,15,10,6,3
"2122","E0",2021-09-11,9,"Crystal Palace","Tottenham",3,0,3,4.42,3.47,1.96,2.18,1.76,18,2,4,1
"2122","E0",2021-09-11,9,"Arsenal","Norwich",1,0,1,1.53,4.57,6.5,1.73,2.21,30,10,7,1
"2122","E0",2021-09-11,9,"Brentford","Brighton",0,1,1,2.93,3.19,2.72,2.52,1.58,7,4,1,2
"2122","E0",2021-09-11,9,"Leicester","Man City",0,1,1,5.87,4.26,1.61,1.74,2.2,6,25,1,8
"2122","E0",2021-09-11,9,"Man United","Newcastle",4,1,5,1.19,7.56,16.42,1.44,2.91,21,12,7,3
"2122","E0",2021-09-11,9,"Southampton","West Ham",0,0,0,2.93,3.48,2.54,1.72,2.23,11,13,3,3
"2122","E0",2021-09-11,9,"Watford","Wolves",0,2,2,3.47,3.22,2.36,2.37,1.65,6,14,2,5
"2122","E0",2021-09-11,9,"Chelsea","Aston Villa",3,0,3,1.31,5.51,12.17,1.82,2.08,12,18,4,6
"2122","E0",2021-09-12,9,"Leeds","Liverpool",0,3,3,4.54,4.15,1.78,1.59,2.5,9,30,4,9
"2122","E0",2021-09-13,9,"Everton","Burnley",3,1,4,1.74,3.83,5.35,2.03,1.88,14,11,6,6
"2122","E0",2021-09-17,9,"Newcastle","Leeds",1,1,2,3.05,3.69,2.36,1.66,2.34,17,22,7,9
"2122","E0",2021-09-18,9,"Wolves","Brentford",0,2,2,1.93,3.3,4.98,2.57,1.56,11,9,0,3
"2122","E0",2021-09-18,9,"Burnley","Arsenal",0,1,1,3.87,3.57,2.06,2.02,1.89,18,13,3,3
"2122","E0",2021-09-18,9,"Liverpool","Crystal Palace",3,0,3,1.22,6.87,15.6,1.52,2.64,25,13,10,2
"2122","E0",2021-09-18,9,"Man City","Southampton",0,0,0,1.16,8.48,19.72,1.42,2.99,18,10,1,2
"2122","E0",2021-09-18,9,"Norwich","Watford",1,3,4,2.21,3.48,3.53,2.13,1.79,12,12,5,8
"2122","E0",2021-09-18,9,"Aston Villa","Everton",3,0,3,2.42,3.44,3.15,2.06,1.85,15,11,3,1
"2122","E0",2021-09-19,9,"Brighton","Leicester",2,1,3,2.83,3.25,2.77,2.09,1.83,12,14,5,3
"2122","E0",2021-09-19,9,"West Ham","Man United",1,2,3,4.69,3.9,1.81,1.72,2.24,13,17,4,10
"2122","E0",2021-09-19,9,"Tottenham","Chelsea",0,3,3,4.98,4.02,1.74,2.15,1.78,8,20,2,10
"2122","E0",2021-09-25,9,"Chelsea","Man City",0,1,1,2.74,3.3,2.83,2.21,1.74,5,15,0,4
"2122","E0",2021-09-25,9,"Man United","Aston Villa",0,1,1,1.41,5.12,8.13,1.62,2.44,28,7,4,3
"2122","E0",2021-09-25,9,"Everton","Norwich",2,0,2,1.65,3.91,6.09,1.91,2,11,10,4,2
"2122","E0",2021-09-25,9,"Leeds","West Ham",1,2,3,3.17,3.73,2.28,1.63,2.41,15,20,5,7
"2122","E0",2021-09-25,9,"Leicester","Burnley",2,2,4,1.6,4.09,6.37,1.89,2.01,22,9,5,3
"2122","E0",2021-09-25,9,"Watford","Newcastle",1,1,2,2.26,3.42,3.47,2.07,1.85,15,20,4,6
"2122","E0",2021-09-25,9,"Brentford","Liverpool",3,3,6,7.48,4.51,1.49,1.79,2.13,12,16,4,6
"2122","E0",2021-09-26,9,"Southampton","Wolves",0,1,1,2.7,3.27,2.89,2.17,1.76,18,5,6,3
"2122","E0",2021-09-26,9,"Arsenal","Tottenham",3,1,4,2.29,3.3,3.54,2.12,1.79,12,10,7,4
"2122","E0",2021-09-27,9,"Crystal Palace","Brighton",1,1,2,3.14,3.21,2.56,2.37,1.65,8,8,3,4
"2122","E0",2021-10-02,10,"Man United","Everton",1,1,2,1.51,4.37,7.59,1.82,2.09,13,12,6,2
"2122","E0",2021-10-02,10,"Burnley","Norwich",0,0,0,1.9,3.69,4.42,1.93,1.97,14,10,4,2
"2122","E0",2021-10-02,10,"Chelsea","Southampton",3,1,4,1.4,4.91,9.22,1.81,2.09,20,6,9,2
"2122","E0",2021-10-02,10,"Leeds","Watford",1,0,1,1.78,3.96,4.8,1.71,2.25,20,5,4,1
"2122","E0",2021-10-02,10,"Wolves","Newcastle",2,1,3,1.72,4.06,5.06,1.98,1.92,7,8,3,2
"2122","E0",2021-10-02,10,"Brighton","Arsenal",0,0,0,3.16,3.2,2.54,2.11,1.8,21,8,2,2
"2122","E0",2021-10-03,10,"Crystal Palace","Leicester",2,2,4,3.17,3.44,2.41,2.09,1.83,18,9,4,5
"2122","E0",2021-10-03,10,"Tottenham","Aston Villa",2,1,3,2.13,3.61,3.64,1.93,1.98,17,14,8,3
"2122","E0",2021-10-03,10,"West Ham","Brentford",1,2,3,1.84,3.65,4.82,1.93,1.98,18,13,5,6
"2122","E0",2021-10-03,10,"Liverpool","Man City",2,2,4,2.99,3.55,2.46,1.74,2.2,6,12,4,3
"2122","E0",2021-10-16,10,"Watford","Liverpool",0,5,5,9.43,5.49,1.36,1.59,2.5,6,19,2,8
"2122","E0",2021-10-16,10,"Aston Villa","Wolves",2,3,5,2.32,3.31,3.47,2.16,1.77,14,9,5,4
"2122","E0",2021-10-16,10,"Leicester","Man United",4,2,6,3.56,3.68,2.13,1.78,2.14,22,18,11,6
"2122","E0",2021-10-16,10,"Man City","Burnley",2,0,2,1.13,9.94,24.65,1.42,3,15,7,6,2
"2122","E0",2021-10-16,10,"Norwich","Brighton",0,0,0,3.77,3.41,2.16,2.2,1.74,15,11,3,3
"2122","E0",2021-10-16,10,"Southampton","Leeds",1,0,1,2.44,3.58,3.01,1.75,2.19,19,3,5,0
"2122","E0",2021-10-16,10,"Brentford","Chelsea",0,1,1,6.69,3.92,1.61,2.08,1.82,17,5,7,1
"2122","E0",2021-10-17,10,"Everton","West Ham",0,1,1,2.57,3.37,2.98,1.95,1.95,15,16,2,4
"2122","E0",2021-10-17,10,"Newcastle","Tottenham",2,3,5,3.57,3.66,2.13,1.81,2.1,7,14,1,4
"2122","E0",2021-10-18,10,"Arsenal","Crystal Palace",2,2,4,1.66,3.94,5.91,1.97,1.93,17,9,6,6
"2122","E0",2021-10-22,10,"Arsenal","Aston Villa",3,1,4,1.92,3.77,4.22,1.82,2.09,22,10,9,4
"2122","E0",2021-10-23,10,"Chelsea","Norwich",7,0,7,1.19,7.28,19.32,1.67,2.3,23,3,13,1
"2122","E0",2021-10-23,10,"Crystal Palace","Newcastle",1,1,2,1.99,3.7,3.98,1.99,1.92,15,6,3,2
"2122","E0",2021-10-23,10,"Everton","Watford",2,5,7,1.68,3.88,5.79,2.09,1.82,15,20,4,8
"2122","E0",2021-10-23,10,"Leeds","Wolves",1,1,2,2.67,3.46,2.79,1.88,2.03,18,8,4,4
"2122","E0",2021-10-23,10,"Southampton","Burnley",2,2,4,2.02,3.63,3.98,2,1.91,16,9,4,5
"2122","E0",2021-10-23,10,"Brighton","Man City",1,4,5,7.66,4.79,1.46,1.88,2.03,10,23,5,14
"2122","E0",2021-10-24,10,"Brentford","Leicester",1,2,3,2.66,3.47,2.79,1.88,2.02,15,10,5,6
"2122","E0",2021-10-24,10,"West Ham","Tottenham",1,0,1,2.32,3.54,3.23,1.79,2.13,13,7,4,4
"2122","E0",2021-10-24,10,"Man United","Liverpool",0,5,5,3.15,3.73,2.29,1.57,2.54,12,19,4,8
"2122","E0",2021-10-30,10,"Leicester","Arsenal",0,2,2,2.52,3.49,2.95,1.8,2.11,16,9,8,5
"2122","E0",2021-10-30,10,"Burnley","Brentford",3,1,4,2.73,3.31,2.84,2.23,1.72,15,12,6,5
"2122","E0",2021-10-30,10,"Liverpool","Brighton",2,2,4,1.25,6.92,11.52,1.51,2.68,14,9,3,6
"2122","E0",2021-10-30,10,"Man City","Crystal Palace",0,2,2,1.15,8.94,22.14,1.45,2.88,14,8,3,3
"2122","E0",2021-10-30,10,"Newcastle","Chelsea",0,3,3,9.28,4.96,1.4,1.75,2.19,6,19,1,6
"2122","E0",2021-10-30,10,"Watford","Southampton",0,1,1,3.22,3.4,2.39,1.91,2,10,12,4,1
"2122","E0",2021-10-30,10,"Tottenham","Man United",0,3,3,3.04,3.66,2.38,1.79,2.13,9,10,0,4
"2122","E0",2021-10-31,10,"Norwich","Leeds",1,2,3,3.58,3.7,2.11,1.78,2.14,14,13,3,6
"2122","E0",2021-10-31,10,"Aston Villa","West Ham",1,4,5,2.86,3.58,2.54,1.81,2.09,9,21,3,9
"2122","E0",2021-11-01,11,"Wolves","Everton",2,1,3,2.27,3.4,3.47,2.3,1.68,10,14,4,5
"2122","E0",2021-11-05,11,"Southampton","Aston Villa",1,0,1,2.04,3.71,3.79,1.71,2.24,9,14,3,3
"2122","E0",2021-11-06,11,"Man United","Man City",0,2,2,4.84,4.16,1.74,1.66,2.35,5,16,1,5
"2122","E0",2021-11-06,11,"Brentford","Norwich",1,2,3,1.63,4.05,6.06,2.06,1.85,19,9,7,5
"2122","E0",2021-11-06,11,"Chelsea","Burnley",1,1,2,1.27,6.08,13.48,1.72,2.22,25,5,4,2
"2122","E0",2021-11-06,11,"Crystal Palace","Wolves",2,0,2,2.56,3.17,3.17,2.44,1.61,13,4,6,2
"2122","E0",2021-11-06,11,"Brighton","Newcastle",1,1,2,1.63,4.11,6.04,1.99,1.92,14,6,5,1
"2122","E0",2021-11-07,11,"Arsenal","Watford",1,0,1,1.41,4.98,8.73,1.61,2.46,14,7,6,1
"2122","E0",2021-11-07,11,"Everton","Tottenham",0,0,0,3.15,3.34,2.46,2.04,1.87,12,8,2,0
"2122","E0",2021-11-07,11,"Leeds","Leicester",1,1,2,2.84,3.61,2.54,1.67,2.33,18,9,5,3
"2122","E0",2021-11-07,11,"West Ham","Liverpool",3,2,5,4.74,4.15,1.75,1.51,2.68,7,16,3,5
"2122","E0",2021-11-20,11,"Leicester","Chelsea",0,3,3,4.92,3.76,1.8,2.07,1.85,4,16,3,7
"2122","E0",2021-11-20,11,"Aston Villa","Brighton",2,0,2,2.48,3.33,3.14,2.16,1.76,9,6,5,2
