"season","League","Date","Month","Home","Away","HomeGoals","AwayGoals","TotalGoals","odds1","oddsX","odds2","oddsOver2.5","oddsUnder2.5","hs","as","hst","ast"
"2122","SP1",2021-09-18,9,"Alaves","Osasuna",0,2,2,3.1,3.13,2.63,2.6,1.55,8,13,3,5
"2122","SP1",2021-09-19,9,"Mallorca","Villarreal",0,0,0,3.62,3.2,2.31,2.46,1.61,10,11,1,3
"2122","SP1",2021-09-19,9,"Sociedad","Sevilla",0,0,0,2.76,3.2,2.89,2.27,1.7,11,11,4,4
"2122","SP1",2021-09-19,9,"Betis","Espanol",2,2,4,2.06,3.43,4.06,2.35,1.66,23,11,9,4
"2122","SP1",2021-09-19,9,"Valencia","Real Madrid",1,2,3,3.78,4.02,1.96,1.78,2.13,12,18,4,10
"2122","SP1",2021-09-20,9,"Barcelona","Granada",1,1,2,1.29,5.96,12.35,1.51,2.69,17,5,6,2
"2122","SP1",2021-09-21,9,"Getafe","Ath Madrid",1,2,3,6.53,3.54,1.7,2.69,1.52,7,12,2,4
"2122","SP1",2021-09-21,9,"Ath Bilbao","Vallecano",1,2,3,1.9,3.46,4.81,2.53,1.58,8,8,1,3
"2122","SP1",2021-09-21,9,"Levante","Celta",0,2,2,2.7,3.46,2.76,1.89,2.01,6,4,2,2
"2122","SP1",2021-09-22,9,"Espanol","Alaves",1,0,1,1.88,3.46,4.98,2.46,1.61,10,8,2,2
"2122","SP1",2021-09-22,9,"Sevilla","Valencia",3,1,4,1.65,4.04,5.81,2.12,1.79,11,8,5,3
"2122","SP1",2021-09-22,9,"Real Madrid","Mallorca",6,1,7,1.24,6.66,13.03,1.6,2.45,18,17,12,5
"2122","SP1",2021-09-22,9,"Villarreal","Elche",4,1,5,1.51,4.33,7.71,2.15,1.77,14,9,9,3
"2122","SP1",2021-09-23,9,"Granada","Sociedad",2,3,5,4.22,3.56,1.98,2.07,1.85,10,20,2,11
"2122","SP1",2021-09-23,9,"Osasuna","Betis",1,3,4,2.37,3.38,3.28,2.17,1.76,11,16,3,9
"2122","SP1",2021-09-23,9,"Cadiz","Barcelona",0,0,0,6.38,4.48,1.55,1.66,2.35,13,6,3,2
"2122","SP1",2021-09-25,9,"Alaves","Ath Madrid",1,0,1,7.51,3.99,1.56,2.31,1.68,7,13,1,1
"2122","SP1",2021-09-25,9,"Valencia","Ath Bilbao",1,1,2,2.71,3.25,2.89,2.38,1.65,13,12,6,4
"2122","SP1",2021-09-25,9,"Sevilla","Espanol",2,0,2,1.63,3.9,6.38,2.28,1.69,12,13,5,2
"2122","SP1",2021-09-25,9,"Real Madrid","Villarreal",0,0,0,1.52,4.87,6.25,1.6,2.48,15,6,2,2
"2122","SP1",2021-09-26,9,"Mallorca","Osasuna",2,3,5,2.85,3.21,2.79,2.47,1.61,17,12,8,6
"2122","SP1",2021-09-26,9,"Barcelona","Levante",3,0,3,1.45,5.07,7.23,1.53,2.68,20,6,12,2
"2122","SP1",2021-09-26,9,"Sociedad","Elche",1,0,1,1.47,4.43,8.53,2.13,1.79,17,5,5,2
"2122","SP1",2021-09-26,9,"Vallecano","Cadiz",3,1,4,1.68,3.82,6.02,2.11,1.8,13,6,6,1
"2122","SP1",2021-09-26,9,"Betis","Getafe",2,0,2,1.78,3.9,4.9,2.33,1.67,20,8,5,3
"2122","SP1",2021-09-27,9,"Celta","Granada",1,0,1,1.65,4.19,5.54,1.9,2.01,14,7,5,4
"2122","SP1",2021-10-01,10,"Ath Bilbao","Alaves",1,0,1,1.59,3.89,7.16,2.37,1.65,16,17,5,5
"2122","SP1",2021-10-02,10,"Osasuna","Vallecano",1,0,1,2.2,3.47,3.57,2.09,1.81,7,7,3,0
"2122","SP1",2021-10-02,10,"Mallorca","Levante",1,0,1,2.22,3.51,3.49,2.2,1.74,9,6,7,2
"2122","SP1",2021-10-02,10,"Cadiz","Valencia",0,0,0,3.45,3.08,2.46,2.53,1.58,2,16,1,4
"2122","SP1",2021-10-02,10,"Ath Madrid","Barcelona",2,0,2,1.92,3.61,4.43,2.06,1.85,6,9,3,2
"2122","SP1",2021-10-03,10,"Elche","Celta",1,0,1,3.52,3.17,2.37,2.39,1.64,12,10,5,1
"2122","SP1",2021-10-03,10,"Espanol","Real Madrid",2,1,3,5.15,4.15,1.69,1.76,2.17,8,18,4,4
"2122","SP1",2021-10-03,10,"Getafe","Sociedad",1,1,2,3.77,3.17,2.26,2.81,1.49,9,10,2,5
"2122","SP1",2021-10-03,10,"Villarreal","Betis",2,0,2,2.03,3.83,3.71,1.94,1.96,11,10,5,3
"2122","SP1",2021-10-03,10,"Granada","Sevilla",1,0,1,5.36,3.62,1.78,2.26,1.7,3,14,1,3
"2122","SP1",2021-10-16,10,"Levante","Getafe",0,0,0,2.61,2.92,3.38,2.65,1.53,6,14,2,4
"2122","SP1",2021-10-16,10,"Sociedad","Mallorca",1,0,1,1.44,4.51,9.05,1.98,1.93,10,7,2,1
"2122","SP1",2021-10-17,10,"Vallecano","Elche",2,1,3,1.84,3.73,4.7,2.3,1.68,10,7,4,3
"2122","SP1",2021-10-17,10,"Celta","Sevilla",0,1,1,3.57,3.22,2.32,2.31,1.68,14,8,3,2
"2122","SP1",2021-10-17,10,"Villarreal","Osasuna",1,2,3,1.67,4.07,5.55,2.01,1.9,11,6,6,2
"2122","SP1",2021-10-17,10,"Barcelona","Valencia",3,1,4,1.56,4.29,6.66,1.72,2.23,12,9,5,3
"2122","SP1",2021-10-18,10,"Alaves","Betis",0,1,1,3.62,3.46,2.19,2.17,1.76,14,19,2,4
"2122","SP1",2021-10-18,10,"Espanol","Cadiz",2,0,2,1.68,3.88,5.84,2.34,1.66,14,13,6,2
"2122","SP1",2021-10-22,10,"Osasuna","Granada",1,1,2,1.81,3.57,5.25,2.28,1.69,17,9,6,4
"2122","SP1",2021-10-23,10,"Valencia","Mallorca",2,2,4,1.7,3.99,5.35,2.11,1.8,20,9,6,4
"2122","SP1",2021-10-23,10,"Cadiz","Alaves",0,2,2,2.7,2.97,3.18,2.79,1.49,23,8,4,4
"2122","SP1",2021-10-23,10,"Elche","Espanol",2,2,4,2.82,3,2.99,2.66,1.53,12,20,7,7
"2122","SP1",2021-10-23,10,"Ath Bilbao","Villarreal",2,1,3,2.52,3.24,3.16,2.3,1.68,14,11,7,3
"2122","SP1",2021-10-24,10,"Sevilla","Levante",5,3,8,1.46,4.65,8.09,2.01,1.9,18,12,11,7
"2122","SP1",2021-10-24,10,"Barcelona","Real Madrid",1,2,3,2.73,3.85,2.53,1.64,2.38,12,10,2,5
"2122","SP1",2021-10-24,10,"Betis","Vallecano",3,2,5,1.83,3.84,4.6,1.87,2.04,11,14,5,3
"2122","SP1",2021-10-24,10,"Ath Madrid","Sociedad",2,2,4,1.65,3.94,6.09,2.25,1.71,17,8,4,4
"2122","SP1",2021-10-25,10,"Getafe","Celta",0,3,3,2.77,2.95,3.11,2.8,1.49,11,16,2,8
"2122","SP1",2021-10-26,10,"Alaves","Elche",1,0,1,2.4,3.04,3.61,2.77,1.5,16,4,5,1
"2122","SP1",2021-10-26,10,"Espanol","Ath Bilbao",1,1,2,3.03,3.06,2.74,2.54,1.57,14,23,3,7
"2122","SP1",2021-10-26,10,"Villarreal","Cadiz",3,3,6,1.33,5.59,10.83,1.73,2.22,14,9,5,4
"2122","SP1",2021-10-27,10,"Mallorca","Sevilla",1,1,2,5.49,3.28,1.86,2.41,1.63,11,10,4,3
"2122","SP1",2021-10-27,10,"Vallecano","Barcelona",1,0,1,4.51,3.83,1.85,1.74,2.2,13,16,3,1
"2122","SP1",2021-10-27,10,"Betis","Valencia",4,1,5,1.88,3.64,4.56,1.93,1.97,14,10,9,4
"2122","SP1",2021-10-27,10,"Real Madrid","Osasuna",0,0,0,1.34,5.88,8.94,1.6,2.49,17,7,3,0
"2122","SP1",2021-10-28,10,"Celta","Sociedad",0,2,2,2.82,3.48,2.63,2.11,1.81,14,11,6,4
"2122","SP1",2021-10-28,10,"Granada","Getafe",1,1,2,2.67,2.88,3.34,2.82,1.48,18,6,3,4
"2122","SP1",2021-10-28,10,"Levante","Ath Madrid",2,2,4,5.99,3.64,1.71,2.17,1.76,10,7,3,3
"2122","SP1",2021-10-30,10,"Elche","Real Madrid",1,2,3,7.96,4.62,1.46,1.79,2.12,13,17,4,5
"2122","SP1",2021-10-30,10,"Sevilla","Osasuna",2,0,2,1.52,4.41,7.05,2.15,1.78,16,10,4,3
"2122","SP1",2021-10-30,10,"Valencia","Villarreal",2,0,2,3,3.51,2.47,1.95,1.95,9,11,3,1
"2122","SP1",2021-10-30,10,"Barcelona","Alaves",1,1,2,1.32,5.79,10.48,1.58,2.52,16,3,5,2
"2122","SP1",2021-10-31,10,"Cadiz","Mallorca",1,1,2,2.68,2.99,3.18,2.8,1.49,13,11,2,5
"2122","SP1",2021-10-31,10,"Ath Madrid","Betis",3,0,3,1.61,4.02,6.46,2.07,1.85,18,8,9,1
"2122","SP1",2021-10-31,10,"Getafe","Espanol",2,1,3,2.44,3.13,3.41,2.87,1.47,12,10,7,3
"2122","SP1",2021-10-31,10,"Sociedad","Ath Bilbao",1,1,2,2.19,3.17,3.99,2.31,1.68,8,11,3,5
"2122","SP1",2021-11-01,11,"Vallecano","Celta",0,0,0,2.41,3.49,3.12,2.01,1.89,11,10,5,4
"2122","SP1",2021-11-01,11,"Levante","Granada",0,3,3,2.05,3.49,4.03,2.16,1.77,12,12,3,6
"2122","SP1",2021-11-05,11,"Ath Bilbao","Cadiz",0,1,1,1.38,4.97,10.07,1.94,1.96,15,8,5,4
"2122","SP1",2021-11-06,11,"Espanol","Granada",2,0,2,1.91,3.49,4.71,2.31,1.68,17,18,6,5
"2122","SP1",2021-11-06,11,"Celta","Barcelona",3,3,6,3.43,3.72,2.17,1.83,2.07,18,10,4,6
"2122","SP1",2021-11-06,11,"Alaves","Levante",2,1,3,2.51,3.09,3.33,2.48,1.6,10,12,3,7
"2122","SP1",2021-11-06,11,"Real Madrid","Vallecano",2,1,3,1.4,5.57,7.75,1.58,2.53,15,19,7,7
"2122","SP1",2021-11-07,11,"Villarreal","Getafe",1,0,1,1.53,4.27,7.29,2.25,1.71,10,5,4,2
"2122","SP1",2021-11-07,11,"Valencia","Ath Madrid",3,3,6,4.72,3.25,1.98,2.24,1.71,11,13,5,7
"2122","SP1",2021-11-07,11,"Mallorca","Elche",2,2,4,2.09,3.14,4.43,2.57,1.56,18,7,6,2
"2122","SP1",2021-11-07,11,"Osasuna","Sociedad",0,2,2,3.19,3.41,2.41,2.25,1.71,6,9,2,4
"2122","SP1",2021-11-07,11,"Betis","Sevilla",0,2,2,3.07,3.35,2.51,2.1,1.81,8,11,1,2
"2122","SP1",2021-11-19,11,"Levante","Ath Bilbao",0,0,0,3.61,3.29,2.27,2.24,1.71,15,7,2,2
"2122","SP1",2021-11-20,11,"Celta","Villarreal",1,1,2,2.86,3.32,2.69,2.16,1.77,12,18,3,6
"2122","SP1",2021-11-20,11,"Sevilla","Alaves",2,2,4,1.42,4.67,9.34,2.07,1.85,16,8,6,3
"2122","SP1",2021-11-20,11,"Ath Madrid","Osasuna",1,0,1,1.41,4.66,9.76,2.09,1.81,15,9,2,3
"2122","SP1",2021-11-20,11,"Barcelona","Espanol",1,0,1,1.39,5.19,8.96,1.6,2.48,16,12,6,2
"2122","SP1",2021-11-21,11,"Getafe","Cadiz",4,0,4,2.04,3.19,4.55,2.91,1.45,17,10,8,2
"2122","SP1",2021-11-21,11,"Granada","Real Madrid",1,4,5,7.56,4.63,1.48,1.65,2.37,11,21,3,10
"2122","SP1",2021-11-21,11,"Elche","Betis",0,3,3,3.59,3.43,2.21,2.06,1.85,14,9,4,4
"2122","SP1",2021-11-21,11,"Sociedad","Valencia",0,0,0,1.74,4.03,4.97,2.04,1.87,9,8,2,3
"2122","SP1",2021-11-22,11,"Vallecano","Mallorca",3,1,4,1.85,3.5,5.01,2.23,1.72,15,11,6,5
"2021","D1",2019-08-16,8,"Bayern Munich","Hertha",2,2,4,1.19,7.73,15.3,1.36,3.35,17,6,7,3
"2021","D1",2019-08-17,8,"Dortmund","Augsburg",5,1,6,1.23,6.76,13.52,1.44,2.95,23,5,10,1
"2021","D1",2019-08-17,8,"Freiburg","Mainz",3,0,3,2.23,3.45,3.44,1.95,1.95,19,19,8,5
"2021","D1",2019-08-17,8,"Leverkusen","Paderborn",3,2,5,1.29,6.07,10.57,1.39,3.2,13,11,4,6
"2021","D1",2019-08-17,8,"Werder Bremen","Fortuna Dusseldorf",1,3,4,1.75,4.05,4.68,1.72,2.22,23,12,10,7
"2021","D1",2019-08-17,8,"Wolfsburg","FC Koln",2,1,3,1.91,3.96,3.98,1.69,2.28,14,11,5,2
"2021","D1",2019-08-17,8,"M'gladbach","Schalke 04",0,0,0,2.09,3.51,3.76,1.82,2.08,16,8,4,1
"2021","D1",2019-08-18,8,"Ein Frankfurt","Hoffenheim",1,0,1,2.33,3.72,3.01,1.58,2.51,17,10,8,1
"2021","D1",2019-08-18,8,"Union Berlin","RB Leipzig",0,4,4,4.77,4.21,1.71,1.75,2.18,13,14,2,8
"2021","D1",2019-08-23,8,"FC Koln","Dortmund",1,3,4,6.44,4.79,1.5,1.46,2.86,13,14,1,6
"2021","D1",2019-08-24,8,"Augsburg","Union Berlin",1,1,2,2.31,3.34,3.37,2.03,1.87,12,13,4,1
"2021","D1",2019-08-24,8,"Fortuna Dusseldorf","Leverkusen",1,3,4,4.45,4.32,1.74,1.47,2.84,11,11,6,7
"2021","D1",2019-08-24,8,"Hoffenheim","Werder Bremen",3,2,5,1.9,4.09,3.88,1.49,2.78,10,18,3,6
"2021","D1",2019-08-24,8,"Mainz","M'gladbach",1,3,4,2.85,3.48,2.56,1.85,2.05,21,15,4,6
"2021","D1",2019-08-24,8,"Paderborn","Freiburg",1,3,4,2.38,3.7,2.95,1.61,2.44,15,9,2,4
"2021","D1",2019-08-24,8,"Schalke 04","Bayern Munich",0,3,3,8.69,5.05,1.39,1.63,2.39,9,10,2,6
"2021","D1",2019-08-25,8,"RB Leipzig","Ein Frankfurt",2,1,3,1.51,4.75,6.28,1.52,2.68,13,11,5,5
"2021","D1",2019-08-25,8,"Hertha","Wolfsburg",0,3,3,2.49,3.49,2.93,1.78,2.13,8,9,2,4
"2021","D1",2019-08-30,8,"M'gladbach","RB Leipzig",1,3,4,3.31,3.81,2.15,1.63,2.4,11,14,3,6
"2021","D1",2019-08-31,8,"Bayern Munich","Mainz",6,1,7,1.1,11.84,28.11,1.24,4.34,19,7,10,4
"2021","D1",2019-08-31,8,"Freiburg","FC Koln",1,2,3,2.46,3.48,2.97,1.79,2.12,14,9,1,3
"2021","D1",2019-08-31,8,"Leverkusen","Hoffenheim",0,0,0,1.56,5.08,5.12,1.38,3.22,20,6,2,1
"2021","D1",2019-08-31,8,"Schalke 04","Hertha",3,0,3,2.16,3.46,3.59,1.87,2.03,9,9,2,3
"2021","D1",2019-08-31,8,"Wolfsburg","Paderborn",1,1,2,1.47,4.85,6.77,1.4,3.14,15,7,5,3
"2021","D1",2019-08-31,8,"Union Berlin","Dortmund",3,1,4,8.57,5.56,1.35,1.49,2.75,15,13,7,2
"2021","D1",2019-09-01,9,"Werder Bremen","Augsburg",3,2,5,1.72,4.02,4.98,1.61,2.44,15,12,5,6
"2021","D1",2019-09-01,9,"Ein Frankfurt","Fortuna Dusseldorf",2,1,3,1.69,4.18,4.97,1.57,2.52,15,14,8,4
"2021","D1",2019-09-13,9,"Fortuna Dusseldorf","Wolfsburg",1,1,2,3.08,3.69,2.3,1.67,2.31,12,15,3,6
"2021","D1",2019-09-14,9,"Augsburg","Ein Frankfurt",2,1,3,3.6,3.8,2.05,1.64,2.37,9,23,6,3
"2021","D1",2019-09-14,9,"Dortmund","Leverkusen",4,0,4,1.87,3.99,4.1,1.46,2.87,11,22,9,12
"2021","D1",2019-09-14,9,"FC Koln","M'gladbach",0,1,1,2.61,3.6,2.72,1.68,2.3,14,15,7,4
"2021","D1",2019-09-14,9,"Mainz","Hertha",2,1,3,2.36,3.55,3.09,1.79,2.12,14,16,5,8
"2021","D1",2019-09-14,9,"Union Berlin","Werder Bremen",1,2,3,2.8,3.55,2.56,1.67,2.32,12,16,5,7
"2021","D1",2019-09-14,9,"RB Leipzig","Bayern Munich",1,1,2,3.78,4.27,1.88,1.5,2.74,12,14,6,7
"2021","D1",2019-09-15,9,"Hoffenheim","Freiburg",0,3,3,1.7,4.32,4.7,1.58,2.51,22,16,5,8
"2021","D1",2019-09-15,9,"Paderborn","Schalke 04",1,5,6,3.05,3.67,2.33,1.56,2.56,9,18,1,11
"2021","D1",2019-09-20,9,"Schalke 04","Mainz",2,1,3,1.65,4.16,5.33,1.68,2.3,19,14,6,3
"2021","D1",2019-09-21,9,"Bayern Munich","FC Koln",4,0,4,1.13,9.47,23.05,1.27,4.01,24,16,5,2
"2021","D1",2019-09-21,9,"Freiburg","Augsburg",1,1,2,1.9,3.88,4.1,1.67,2.31,17,12,5,2
"2021","D1",2019-09-21,9,"Hertha","Paderborn",2,1,3,1.74,4.05,4.76,1.49,2.78,6,17,4,8
"2021","D1",2019-09-21,9,"Leverkusen","Union Berlin",2,0,2,1.36,5.44,8.6,1.46,2.86,20,4,7,0
"2021","D1",2019-09-21,9,"Werder Bremen","RB Leipzig",0,3,3,4.24,4.35,1.77,1.48,2.79,11,14,1,7
"2021","D1",2019-09-22,9,"M'gladbach","Fortuna Dusseldorf",2,1,3,1.71,4.07,4.95,1.57,2.53,23,18,11,4
"2021","D1",2019-09-22,9,"Ein Frankfurt","Dortmund",2,2,4,4.37,4.27,1.76,1.49,2.78,17,15,3,7
"2021","D1",2019-09-23,9,"Wolfsburg","Hoffenheim",1,1,2,1.97,3.82,3.9,1.58,2.51,12,11,4,5
"2021","D1",2019-09-27,9,"Union Berlin","Ein Frankfurt",1,2,3,3.03,3.71,2.32,1.61,2.43,12,14,5,6
"2021","D1",2019-09-28,9,"Augsburg","Leverkusen",0,3,3,4.79,4.65,1.65,1.41,3.09,8,11,1,5
"2021","D1",2019-09-28,9,"Hoffenheim","M'gladbach",0,3,3,2.43,3.69,2.88,1.6,2.46,17,11,4,5
"2021","D1",2019-09-28,9,"Mainz","Wolfsburg",0,1,1,2.96,3.58,2.42,1.76,2.15,15,4,5,3
"2021","D1",2019-09-28,9,"Paderborn","Bayern Munich",2,3,5,15.7,9.17,1.15,1.19,4.97,10,18,5,6
"2021","D1",2019-09-28,9,"RB Leipzig","Schalke 04",1,3,4,1.59,4.41,5.68,1.53,2.64,17,13,6,8
"2021","D1",2019-09-28,9,"Dortmund","Werder Bremen",2,2,4,1.28,6.5,9.9,1.33,3.53,19,11,7,5
"2021","D1",2019-09-29,9,"Fortuna Dusseldorf","Freiburg",1,2,3,2.5,3.68,2.79,1.65,2.35,17,9,7,3
"2021","D1",2019-09-29,9,"FC Koln","Hertha",0,4,4,2.16,3.71,3.35,1.65,2.35,8,10,3,6
"2021","D1",2019-10-04,10,"Hertha","Fortuna Dusseldorf",3,1,4,1.68,4.17,5.12,1.61,2.43,16,9,3,3
"2021","D1",2019-10-05,10,"Bayern Munich","Hoffenheim",1,2,3,1.1,10.81,26.13,1.21,4.64,20,8,4,5
"2021","D1",2019-10-05,10,"Freiburg","Dortmund",2,2,4,5.5,4.28,1.62,1.48,2.79,6,8,1,4
"2021","D1",2019-10-05,10,"Leverkusen","RB Leipzig",1,1,2,2.36,3.8,2.91,1.55,2.59,11,11,8,5
"2021","D1",2019-10-05,10,"Paderborn","Mainz",1,2,3,2.53,3.87,2.67,1.45,2.89,16,18,7,7
"2021","D1",2019-10-05,10,"Schalke 04","FC Koln",1,1,2,1.66,4.21,5.22,1.63,2.39,15,9,3,5
"2021","D1",2019-10-06,10,"M'gladbach","Augsburg",5,1,6,1.54,4.66,5.95,1.5,2.73,13,13,9,3
"2021","D1",2019-10-06,10,"Wolfsburg","Union Berlin",1,0,1,1.69,3.81,5.56,1.7,2.25,13,14,4,3
"2021","D1",2019-10-06,10,"Ein Frankfurt","Werder Bremen",2,2,4,2.19,3.66,3.35,1.52,2.67,24,11,7,5
"2021","D1",2019-10-18,10,"Ein Frankfurt","Leverkusen",3,0,3,2.9,3.89,2.34,1.53,2.62,10,19,5,10
"2021","D1",2019-10-19,10,"Augsburg","Bayern Munich",2,2,4,16.25,8.41,1.16,1.29,3.8,9,24,7,9
"2021","D1",2019-10-19,10,"Fortuna Dusseldorf","Mainz",1,0,1,2.65,3.61,2.67,1.71,2.24,20,7,4,1
"2021","D1",2019-10-19,10,"RB Leipzig","Wolfsburg",1,1,2,1.56,4.41,6.14,1.64,2.38,13,14,5,6
"2021","D1",2019-10-19,10,"Union Berlin","Freiburg",2,0,2,2.68,3.5,2.7,1.92,1.99,18,12,5,4
"2021","D1",2019-10-19,10,"Werder Bremen","Hertha",1,1,2,2.18,3.71,3.31,1.56,2.57,15,11,5,2
"2021","D1",2019-10-19,10,"Dortmund","M'gladbach",1,0,1,1.48,4.94,6.5,1.38,3.22,20,13,7,3
"2021","D1",2019-10-20,10,"FC Koln","Paderborn",3,0,3,1.69,4.42,4.65,1.41,3.09,16,9,6,1
"2021","D1",2019-10-20,10,"Hoffenheim","Schalke 04",2,0,2,2.76,3.6,2.57,1.7,2.26,9,11,3,1
"2021","D1",2019-10-25,10,"Mainz","FC Koln",3,1,4,2.59,3.58,2.74,1.57,2.51,18,16,6,8
"2021","D1",2019-10-26,10,"Bayern Munich","Union Berlin",2,1,3,1.11,10.36,22.05,1.18,5.11,21,6,10,4
"2021","D1",2019-10-26,10,"Freiburg","RB Leipzig",2,1,3,4.14,3.73,1.93,1.67,2.32,14,25,3,6
"2021","D1",2019-10-26,10,"Hertha","Hoffenheim",2,3,5,2.09,3.78,3.51,1.63,2.39,13,17,4,8
"2021","D1",2019-10-26,10,"Paderborn","Fortuna Dusseldorf",2,0,2,2.45,3.93,2.73,1.42,3.05,14,18,6,4
"2021","D1",2019-10-26,10,"Schalke 04","Dortmund",0,0,0,3.1,3.59,2.33,1.72,2.22,13,8,3,3
"2021","D1",2019-10-26,10,"Leverkusen","Werder Bremen",2,2,4,1.63,4.39,5.31,1.44,2.94,21,10,4,3
"2021","D1",2019-10-27,10,"Wolfsburg","Augsburg",0,0,0,1.59,4.24,5.95,1.65,2.34,14,10,3,5
"2021","D1",2019-10-27,10,"M'gladbach","Ein Frankfurt",4,2,6,1.91,4.12,3.8,1.51,2.71,12,15,7,3
"2021","D1",2019-11-01,11,"Hoffenheim","Paderborn",3,0,3,1.45,5.16,6.54,1.31,3.65,12,9,7,2
"2021","D1",2019-11-02,11,"Dortmund","Wolfsburg",3,0,3,1.56,4.14,6.67,1.65,2.36,17,12,8,3
"2021","D1",2019-11-02,11,"Ein Frankfurt","Bayern Munich",5,1,6,7.04,5.42,1.41,1.33,3.53,17,7,11,3
"2021","D1",2019-11-02,11,"Leverkusen","M'gladbach",1,2,3,2.04,3.84,3.61,1.51,2.71,23,11,6,6
"2021","D1",2019-11-02,11,"RB Leipzig","Mainz",8,0,8,1.35,5.39,9.08,1.41,3.08,19,10,12,2
"2021","D1",2019-11-02,11,"Werder Bremen","Freiburg",2,2,4,1.95,3.87,3.89,1.67,2.31,20,13,10,3
"2021","D1",2019-11-02,11,"Union Berlin","Hertha",1,0,1,2.86,3.42,2.58,1.94,1.96,16,8,6,3
"2021","D1",2019-11-03,11,"Fortuna Dusseldorf","FC Koln",2,0,2,2.77,3.69,2.51,1.62,2.41,9,8,3,1
"2021","D1",2019-11-03,11,"Augsburg","Schalke 04",2,3,5,3.83,3.92,1.95,1.76,2.16,12,11,4,3
"2021","D1",2019-11-08,11,"FC Koln","Hoffenheim",1,2,3,2.62,3.62,2.69,1.63,2.39,11,15,3,5
"2021","D1",2019-11-09,11,"Hertha","RB Leipzig",2,4,6,4.19,3.93,1.86,1.59,2.48,7,10,3,7
"2021","D1",2019-11-09,11,"Mainz","Union Berlin",2,3,5,2.21,3.42,3.52,1.88,2.02,18,14,5,4
"2021","D1",2019-11-09,11,"Paderborn","Augsburg",0,1,1,2.61,3.86,2.58,1.47,2.83,12,13,4,5
"2021","D1",2019-11-09,11,"Schalke 04","Fortuna Dusseldorf",3,3,6,1.54,4.37,6.4,1.75,2.18,12,9,5,5
"2021","D1",2019-11-09,11,"Bayern Munich","Dortmund",4,0,4,1.57,4.62,5.61,1.43,2.99,17,2,5,0
"2021","D1",2019-11-10,11,"M'gladbach","Werder Bremen",3,1,4,1.75,4.21,4.47,1.51,2.7,17,16,7,7
"2021","D1",2019-11-10,11,"Wolfsburg","Leverkusen",0,2,2,3.02,3.58,2.39,1.83,2.07,9,9,1,4
"2021","D1",2019-11-10,11,"Freiburg","Ein Frankfurt",1,0,1,2.79,3.64,2.53,1.67,2.32,13,17,7,6
"2021","D1",2019-11-22,11,"Dortmund","Paderborn",3,3,6,1.15,8.81,17.75,1.21,4.63,18,10,7,4
"2021","D1",2019-11-23,11,"Ein Frankfurt","Wolfsburg",0,2,2,2.04,3.76,3.68,1.68,2.3,17,9,9,6
"2021","D1",2019-11-23,11,"Fortuna Dusseldorf","Bayern Munich",0,4,4,13.41,7.54,1.2,1.29,3.76,12,18,1,5
"2021","D1",2019-11-23,11,"Leverkusen","Freiburg",1,1,2,1.52,4.6,6.29,1.58,2.49,27,7,9,2
"2021","D1",2019-11-23,11,"Union Berlin","M'gladbach",2,0,2,3.52,3.7,2.1,1.71,2.24,11,12,6,2
"2021","D1",2019-11-23,11,"Werder Bremen","Schalke 04",1,2,3,2.47,3.71,2.82,1.61,2.43,16,10,5,5
"2021","D1",2019-11-23,11,"RB Leipzig","FC Koln",4,1,5,1.36,5.45,8.65,1.4,3.11,20,6,8,1
"2021","D1",2019-11-24,11,"Augsburg","Hertha",4,0,4,2.62,3.66,2.67,1.7,2.26,14,5,5,1
"2021","D1",2019-11-24,11,"Hoffenheim","Mainz",1,5,6,1.68,4.08,5.24,1.6,2.47,22,11,8,5
"2021","D1",2019-11-29,11,"Schalke 04","Union Berlin",2,1,3,1.74,3.82,5.15,1.79,2.11,17,17,8,7
"2021","D1",2019-11-30,11,"FC Koln","Augsburg",1,1,2,1.91,3.89,4.03,1.73,2.21,13,11,6,4
"2021","D1",2019-11-30,11,"Hertha","Dortmund",1,2,3,4.23,3.96,1.85,1.63,2.4,13,7,3,5
"2021","D1",2019-11-30,11,"Hoffenheim","Fortuna Dusseldorf",1,1,2,1.71,4.04,5.03,1.61,2.43,12,11,6,3
"2021","D1",2019-11-30,11,"Paderborn","RB Leipzig",2,3,5,7.97,5.55,1.37,1.34,3.5,8,18,4,6
"2021","D1",2019-11-30,11,"Bayern Munich","Leverkusen",1,2,3,1.29,6,9.85,1.32,3.55,24,11,11,7
"2021","D1",2019-12-01,12,"M'gladbach","Freiburg",4,2,6,1.58,4.56,5.58,1.56,2.57,22,13,13,5
"2021","D1",2019-12-01,12,"Wolfsburg","Werder Bremen",2,3,5,2.2,3.71,3.27,1.74,2.19,19,10,6,3
"2021","D1",2019-12-02,12,"Mainz","Ein Frankfurt",2,1,3,2.91,3.6,2.45,1.6,2.45,18,14,8,4
"2021","D1",2019-12-06,12,"Ein Frankfurt","Hertha",2,2,4,1.85,4.04,4.16,1.6,2.46,25,9,6,3
"2021","D1",2019-12-07,12,"Augsburg","Mainz",2,1,3,2.28,3.7,3.11,1.62,2.41,18,12,5,3
"2021","D1",2019-12-07,12,"Dortmund","Fortuna Dusseldorf",5,0,5,1.31,5.86,9.9,1.41,3.08,23,2,10,0
"2021","D1",2019-12-07,12,"Freiburg","Wolfsburg",1,0,1,2.92,3.43,2.53,1.93,1.97,10,10,3,0
